age,gender,course,semester,study_hours,sleep_hours,assignment_pressure,exam_pressure,attendance_stress,screen_time_hours,stress_level,anxiety_level,exercise_frequency,socializing_frequency,emotionally_exhausted,lost_motivation,support_level,mentally_drained_frequency,difficulty_concentrating,weekly_journal,burnout_risk
23,Male,BCom,4,11.0,4.0,9,9,8,8.4,10,8,3-5 times/week,Rarely,Yes,Yes,2,Often,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
21,Female,BCA,3,11.9,4.0,10,7,10,7.0,9,10,1-2 times/week,Sometimes,Yes,No,1,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
18,Male,BSc,5,10.6,5.2,10,7,9,7.4,8,10,1-2 times/week,Sometimes,Yes,Sometimes,2,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
19,Prefer not to say,BCA,3,8.4,4.1,9,7,7,6.8,9,7,Never,Sometimes,Sometimes,Yes,4,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Male,BCA,7,8.8,4.8,8,7,8,4.9,10,8,3-5 times/week,Never,Yes,Sometimes,4,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
20,Male,BTech,2,10.3,3.4,7,10,8,8.7,7,10,Never,Rarely,Yes,Yes,4,Often,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
19,Male,BTech,2,7.6,3.7,8,7,6,3.7,8,7,3-5 times/week,Rarely,Yes,Yes,2,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
24,Male,BTech,7,9.3,4.5,8,9,9,6.2,9,10,Never,Never,Sometimes,Sometimes,2,Sometimes,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
18,Prefer not to say,BCA,2,10.1,5.6,10,7,9,3.7,7,8,3-5 times/week,Sometimes,Sometimes,Sometimes,5,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
23,Female,BTech,1,11.4,5.3,7,9,6,3.7,8,7,3-5 times/week,Often,Yes,No,5,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
19,Male,BTech,7,9.8,4.1,7,7,6,4.4,7,9,Never,Never,Yes,Sometimes,2,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
23,Prefer not to say,BSc,5,8.7,4.1,8,10,10,4.5,10,9,Never,Sometimes,Sometimes,Sometimes,3,Never,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Male,BCom,5,9.4,3.6,8,7,9,4.5,10,8,Never,Sometimes,Yes,Yes,4,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
18,Female,BCA,4,7.9,4.6,9,9,6,6.4,8,10,Daily,Rarely,Sometimes,Sometimes,5,Often,No,I'm exhausted and can't focus. Everything feels too much right now.,High
21,Male,BTech,2,8.8,5.7,10,10,6,4.4,7,10,Never,Sometimes,Yes,Sometimes,2,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
23,Male,BTech,1,8.1,3.3,10,7,8,6.6,10,9,Never,Rarely,Yes,Yes,2,Sometimes,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Female,BTech,6,7.5,5.2,8,10,10,3.5,10,7,3-5 times/week,Rarely,Yes,Yes,1,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
21,Female,BTech,8,11.4,5.0,8,10,10,5.7,8,8,Never,Rarely,Yes,No,4,Rarely,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
18,Male,BCA,1,11.1,3.0,10,10,9,5.8,8,7,Never,Often,Yes,Sometimes,4,Sometimes,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
23,Male,BSc,5,11.1,5.3,8,7,9,4.8,8,7,Never,Never,Sometimes,Sometimes,3,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BCA,1,7.6,5.5,9,8,7,8.2,8,9,3-5 times/week,Rarely,Yes,Yes,2,Sometimes,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Female,BCom,5,11.3,5.8,8,7,10,4.9,9,7,3-5 times/week,Sometimes,Yes,Yes,4,Sometimes,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Male,BCA,4,11.3,3.0,9,8,7,6.9,9,9,Never,Sometimes,Yes,Yes,3,Always,Sometimes,Constant pressure is making me anxious and mentally drained this week.,High
18,Male,BTech,4,8.5,3.3,10,10,9,6.7,10,9,Never,Rarely,Yes,Yes,4,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Male,BCA,6,7.9,4.2,7,8,7,3.8,7,8,3-5 times/week,Sometimes,Sometimes,Yes,5,Sometimes,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
24,Prefer not to say,BSc,4,8.9,3.8,9,9,10,8.1,9,7,1-2 times/week,Rarely,Yes,Sometimes,3,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Prefer not to say,BSc,1,11.0,3.2,7,8,7,3.2,10,10,1-2 times/week,Sometimes,Sometimes,Sometimes,1,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
20,Male,BSc,5,7.2,3.1,9,9,6,3.4,10,9,Never,Often,Sometimes,Yes,4,Often,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
22,Male,BSc,8,9.1,3.2,10,10,6,4.8,10,10,1-2 times/week,Rarely,Yes,Yes,4,Always,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Male,BCom,4,9.4,3.3,7,7,9,3.9,8,9,Never,Sometimes,Yes,Yes,4,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
24,Female,BTech,2,11.1,5.6,7,10,6,6.3,7,7,Never,Often,Sometimes,Sometimes,4,Rarely,Yes,Mentally drained every single day. Can't find motivation to study.,High
22,Male,BCA,2,7.7,5.2,9,8,8,3.9,10,7,Never,Sometimes,Sometimes,Sometimes,3,Sometimes,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Male,BCA,4,10.6,6.0,10,9,7,6.9,7,8,1-2 times/week,Sometimes,Yes,Sometimes,5,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
18,Female,BSc,1,11.8,4.1,9,10,8,8.1,8,10,1-2 times/week,Never,Yes,Sometimes,2,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BSc,1,8.9,4.2,9,10,10,6.9,10,7,1-2 times/week,Sometimes,Yes,Sometimes,2,Often,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Male,BSc,8,8.7,5.4,8,7,9,6.1,10,7,Never,Rarely,Yes,Yes,4,Rarely,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Male,BSc,7,7.6,4.2,8,10,8,7.4,8,10,Never,Sometimes,No,Yes,3,Never,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
23,Female,BTech,2,11.3,3.7,7,7,10,5.9,7,8,3-5 times/week,Sometimes,Yes,Yes,2,Always,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Prefer not to say,BCA,8,7.3,3.8,10,9,8,4.7,8,10,Daily,Rarely,Yes,Sometimes,4,Sometimes,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Female,BCA,2,9.1,4.0,9,9,7,7.4,9,10,Never,Often,Yes,Sometimes,1,Often,No,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
23,Male,BTech,4,8.7,3.3,8,7,9,5.5,7,9,1-2 times/week,Sometimes,No,Yes,4,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
20,Female,BTech,1,9.1,3.4,8,10,6,7.0,8,10,Never,Sometimes,Yes,Yes,4,Often,No,Constant pressure is making me anxious and mentally drained this week.,High
22,Prefer not to say,BCA,4,9.6,3.6,7,9,9,8.2,9,7,1-2 times/week,Often,Sometimes,Yes,1,Rarely,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
19,Male,BSc,7,11.1,4.1,9,7,8,4.2,10,8,Never,Rarely,Sometimes,Yes,1,Often,No,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
23,Female,BTech,3,11.5,3.5,8,7,9,4.2,10,10,3-5 times/week,Sometimes,Yes,Yes,3,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
24,Prefer not to say,BCA,5,10.6,4.0,10,8,7,5.6,9,10,Never,Sometimes,Yes,Sometimes,2,Sometimes,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Prefer not to say,BTech,1,9.4,5.5,10,7,10,4.5,8,9,3-5 times/week,Sometimes,Yes,Yes,2,Sometimes,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
22,Male,BCA,1,9.2,4.7,7,7,9,5.8,9,9,1-2 times/week,Never,Sometimes,Yes,4,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Prefer not to say,BTech,5,7.2,3.9,8,10,9,8.2,9,7,3-5 times/week,Sometimes,Yes,No,3,Never,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Male,BTech,6,8.9,5.9,8,9,9,3.1,10,10,Never,Often,Yes,Sometimes,3,Always,Sometimes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BSc,3,11.4,3.3,8,7,10,3.4,7,8,Never,Sometimes,Yes,Sometimes,5,Sometimes,Yes,Constant pressure is making me anxious and mentally drained this week.,High
23,Male,BCom,1,8.7,4.0,10,9,10,8.0,10,8,Never,Rarely,Sometimes,Sometimes,5,Rarely,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
21,Female,BCom,5,10.5,3.2,8,10,6,5.0,10,7,Never,Often,Yes,Sometimes,3,Sometimes,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Male,BCA,2,8.4,4.4,7,7,6,3.0,7,10,1-2 times/week,Often,Yes,Yes,1,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
18,Male,BCA,6,7.2,5.5,10,10,6,5.0,7,7,1-2 times/week,Sometimes,Yes,No,1,Always,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Female,BCom,7,9.5,5.1,9,9,10,8.6,7,7,Never,Sometimes,Sometimes,Sometimes,5,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Female,BTech,7,10.3,3.3,9,10,9,8.4,10,8,Never,Sometimes,Yes,Sometimes,2,Often,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
21,Female,BCom,4,7.9,4.9,7,8,10,3.4,10,8,Never,Never,Yes,Yes,1,Rarely,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Female,BSc,5,10.5,4.3,9,7,6,4.8,8,8,Never,Sometimes,Sometimes,Sometimes,1,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
21,Male,BSc,1,9.6,4.5,10,7,9,3.3,7,7,3-5 times/week,Rarely,Yes,Yes,3,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Female,BCA,4,9.8,3.3,7,7,7,5.9,10,10,1-2 times/week,Often,Yes,Yes,3,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Female,BCA,5,11.2,4.1,10,7,8,8.3,10,8,3-5 times/week,Often,Yes,No,4,Rarely,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Female,BTech,7,9.2,3.9,10,7,8,4.1,7,8,1-2 times/week,Rarely,Sometimes,Yes,1,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
20,Female,BCA,1,10.7,3.9,8,7,7,5.8,9,7,Never,Often,Sometimes,No,3,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
23,Female,BTech,4,11.8,5.8,8,10,9,5.9,10,8,1-2 times/week,Rarely,Yes,Yes,3,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Prefer not to say,BCom,3,10.0,4.8,9,7,8,4.2,7,10,3-5 times/week,Rarely,Sometimes,Sometimes,3,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
23,Prefer not to say,BTech,2,7.7,3.9,10,10,7,5.0,9,10,1-2 times/week,Sometimes,No,Yes,2,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
22,Female,BSc,5,7.0,5.8,10,10,6,7.6,10,9,1-2 times/week,Never,Yes,Yes,4,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
24,Prefer not to say,BTech,3,11.3,5.0,7,9,7,7.8,10,8,Never,Never,Yes,Yes,4,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Male,BTech,7,9.4,3.7,7,8,10,3.2,9,7,Never,Sometimes,Yes,Sometimes,2,Often,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Female,BSc,6,9.8,3.4,9,9,7,5.4,9,8,3-5 times/week,Sometimes,Sometimes,Yes,1,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
21,Male,BTech,7,9.9,4.4,8,7,9,7.4,7,10,Never,Rarely,Yes,Sometimes,4,Often,No,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Prefer not to say,BSc,7,9.5,4.2,9,7,7,3.8,7,7,3-5 times/week,Rarely,Yes,Yes,4,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Female,BSc,5,9.5,4.2,10,7,8,5.7,8,10,Never,Rarely,Yes,Sometimes,2,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Female,BSc,7,10.0,3.9,10,10,9,7.4,10,8,1-2 times/week,Rarely,Sometimes,Yes,4,Rarely,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Female,BSc,7,11.2,3.0,7,8,7,3.1,10,8,Never,Rarely,Yes,Yes,4,Never,Yes,Mentally drained every single day. Can't find motivation to study.,High
22,Male,BSc,8,7.7,5.6,8,7,7,7.6,8,7,Never,Rarely,Yes,Yes,1,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Female,BCA,5,11.9,5.5,7,10,8,8.0,9,7,Never,Rarely,Yes,Sometimes,5,Sometimes,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
23,Male,BCom,5,9.7,5.0,9,9,9,7.7,7,9,1-2 times/week,Sometimes,Sometimes,Sometimes,3,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
21,Female,BCA,3,11.0,5.8,8,10,9,6.2,9,7,1-2 times/week,Sometimes,Sometimes,Yes,1,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Female,BSc,6,11.6,5.3,8,8,10,5.8,9,8,3-5 times/week,Rarely,Sometimes,Sometimes,1,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BCom,3,9.5,4.2,9,8,6,4.3,7,7,3-5 times/week,Rarely,Yes,Yes,4,Always,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Prefer not to say,BCom,2,9.4,5.2,9,8,6,5.7,7,9,Daily,Sometimes,Sometimes,Sometimes,5,Never,Yes,Constant pressure is making me anxious and mentally drained this week.,High
19,Male,BSc,4,7.9,4.5,10,9,10,4.5,7,9,3-5 times/week,Never,Sometimes,Yes,3,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BTech,7,9.9,4.1,8,7,9,5.3,7,9,Never,Sometimes,Sometimes,Sometimes,4,Sometimes,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BTech,2,10.4,3.7,10,7,8,6.4,7,9,Never,Sometimes,Yes,Yes,2,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
19,Male,BCA,3,10.0,3.1,8,7,8,3.4,9,9,1-2 times/week,Rarely,Sometimes,Sometimes,5,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Female,BCA,5,8.4,4.3,7,9,10,7.6,7,7,Never,Sometimes,Yes,No,5,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
20,Female,BSc,2,11.5,5.5,10,9,8,4.1,8,10,3-5 times/week,Sometimes,No,Sometimes,5,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BSc,2,10.9,4.8,9,10,7,5.9,7,10,3-5 times/week,Sometimes,Yes,Sometimes,1,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Female,BCom,7,11.3,4.0,8,9,6,4.2,7,8,Never,Often,Sometimes,Sometimes,4,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
20,Male,BCA,8,10.7,4.2,9,9,9,3.7,8,8,1-2 times/week,Sometimes,Yes,Sometimes,5,Always,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
18,Female,BCom,8,10.6,5.9,10,9,8,8.2,10,9,Never,Rarely,Sometimes,Sometimes,5,Rarely,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Prefer not to say,BCom,4,10.4,3.2,7,10,10,4.8,9,10,1-2 times/week,Rarely,Sometimes,Yes,3,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
24,Male,BCA,4,10.4,4.9,8,9,8,7.7,7,10,Daily,Rarely,Sometimes,No,2,Often,No,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
20,Female,BCom,2,10.5,4.3,9,7,9,3.4,9,8,1-2 times/week,Sometimes,Yes,Yes,2,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Male,BCA,7,9.8,4.9,8,9,8,7.1,7,10,1-2 times/week,Rarely,Yes,Sometimes,5,Sometimes,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
23,Female,BTech,5,8.0,4.8,8,8,6,3.3,7,7,Never,Often,Yes,No,2,Often,Sometimes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BCom,7,11.1,4.5,9,8,8,6.5,7,9,1-2 times/week,Rarely,Sometimes,Yes,1,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
18,Male,BCA,3,8.2,3.2,7,8,8,4.3,7,9,1-2 times/week,Rarely,Yes,Sometimes,3,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Male,BCom,6,8.9,5.8,8,9,6,5.0,10,10,3-5 times/week,Often,Yes,Sometimes,2,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Male,BCA,5,10.9,4.3,9,8,8,6.6,7,10,1-2 times/week,Rarely,Yes,Yes,4,Sometimes,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
18,Male,BTech,2,11.7,5.2,9,7,9,5.7,10,7,Never,Often,Yes,Sometimes,1,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
23,Female,BTech,8,10.9,4.9,7,8,7,8.6,7,7,Never,Rarely,Yes,Yes,1,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Male,BSc,5,9.1,5.2,10,9,10,4.0,10,7,1-2 times/week,Sometimes,Yes,Yes,1,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Prefer not to say,BTech,3,8.1,4.6,10,9,8,5.0,8,10,1-2 times/week,Often,Yes,Sometimes,1,Often,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
21,Male,BCom,8,11.7,5.1,7,10,10,5.0,10,10,1-2 times/week,Rarely,Yes,Sometimes,2,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Female,BTech,7,11.4,3.7,8,10,6,7.4,7,10,3-5 times/week,Rarely,Sometimes,Yes,4,Often,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
18,Prefer not to say,BCA,6,10.2,3.0,10,10,7,3.4,8,8,Never,Sometimes,No,Yes,1,Always,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
23,Prefer not to say,BTech,2,8.6,3.7,8,8,8,7.2,10,9,Never,Never,Yes,No,3,Always,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
21,Male,BTech,1,9.9,5.3,7,8,7,7.6,9,7,Never,Sometimes,Yes,Sometimes,4,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
22,Female,BCA,2,9.9,4.9,8,10,7,5.5,9,8,Never,Sometimes,Yes,Sometimes,2,Often,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
22,Female,BSc,8,9.7,4.6,9,8,8,6.8,7,8,Never,Rarely,Sometimes,Yes,4,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
24,Female,BCA,8,7.4,5.1,10,7,9,4.3,7,9,Never,Rarely,Sometimes,Sometimes,4,Rarely,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Prefer not to say,BSc,3,11.1,5.1,8,10,8,9.0,9,7,1-2 times/week,Sometimes,Sometimes,No,3,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
22,Prefer not to say,BCom,6,9.8,3.9,10,7,8,3.1,9,8,3-5 times/week,Sometimes,Yes,Yes,3,Never,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
22,Male,BSc,2,10.5,4.2,10,10,8,8.2,9,8,Never,Sometimes,Yes,Yes,5,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Female,BCA,3,11.2,4.1,8,8,8,4.0,7,9,1-2 times/week,Sometimes,Yes,Yes,3,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
21,Prefer not to say,BTech,1,10.0,5.1,10,10,9,8.8,9,10,1-2 times/week,Rarely,Yes,Sometimes,2,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BTech,8,8.2,5.7,10,10,8,4.3,7,9,3-5 times/week,Rarely,Sometimes,Yes,1,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
18,Female,BSc,4,8.7,4.3,10,7,6,8.1,8,7,Never,Rarely,Yes,Yes,2,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Male,BCA,5,10.8,5.9,10,10,8,5.0,10,7,Never,Never,Yes,Yes,5,Often,No,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Male,BCom,6,9.4,3.9,10,8,10,5.9,8,10,Never,Rarely,Yes,Yes,1,Often,No,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Female,BTech,6,10.6,4.7,9,10,6,8.2,9,9,1-2 times/week,Sometimes,No,Sometimes,4,Never,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Female,BSc,8,9.0,4.0,10,9,6,6.1,10,7,3-5 times/week,Sometimes,Yes,Sometimes,4,Often,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
21,Female,BCA,6,7.7,5.6,7,8,8,4.3,7,8,3-5 times/week,Rarely,Sometimes,No,1,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Female,BCA,4,10.4,3.7,8,7,7,6.1,9,8,3-5 times/week,Sometimes,Yes,Yes,4,Always,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Male,BTech,2,11.7,5.8,10,10,8,4.4,9,7,1-2 times/week,Rarely,Sometimes,Yes,2,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
21,Female,BCA,6,8.0,4.0,10,9,9,7.0,10,8,3-5 times/week,Never,Yes,Yes,1,Often,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BCA,7,9.3,5.3,7,7,8,4.0,7,9,3-5 times/week,Rarely,Sometimes,Yes,1,Sometimes,Sometimes,Constant pressure is making me anxious and mentally drained this week.,High
18,Female,BCA,1,8.2,4.0,7,7,8,4.8,10,9,1-2 times/week,Sometimes,Sometimes,Yes,4,Always,No,Constant pressure is making me anxious and mentally drained this week.,High
19,Female,BTech,2,9.3,5.0,7,7,9,6.7,8,9,Never,Rarely,Yes,Yes,1,Rarely,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Male,BTech,7,7.8,5.9,7,9,7,4.1,10,8,Never,Often,Yes,Yes,3,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Male,BTech,5,8.2,5.2,9,9,7,8.4,9,10,Never,Sometimes,Yes,Yes,3,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BTech,2,7.7,5.2,7,7,6,5.3,8,7,Never,Rarely,Yes,Sometimes,5,Always,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Prefer not to say,BCA,1,7.4,3.8,10,7,7,6.5,9,7,Never,Often,Yes,Yes,2,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
19,Male,BCA,5,8.2,4.3,8,7,7,5.6,9,8,Never,Never,Sometimes,Yes,5,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
22,Male,BSc,6,11.5,5.4,8,9,6,5.0,8,7,Never,Rarely,Yes,Sometimes,5,Often,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BSc,7,9.7,3.1,7,8,9,4.5,9,10,1-2 times/week,Rarely,Sometimes,Sometimes,4,Sometimes,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Female,BTech,4,10.4,5.8,10,10,10,5.6,9,9,Daily,Rarely,Sometimes,Yes,5,Rarely,Yes,Constant pressure is making me anxious and mentally drained this week.,High
18,Male,BCA,5,10.6,3.3,10,10,8,4.6,9,7,3-5 times/week,Never,Yes,Yes,5,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BSc,4,9.2,5.7,9,7,7,4.4,10,10,3-5 times/week,Sometimes,Yes,Yes,2,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
24,Male,BTech,4,8.6,3.7,9,7,8,8.7,10,8,3-5 times/week,Rarely,No,Yes,4,Sometimes,Yes,Constant pressure is making me anxious and mentally drained this week.,High
18,Male,BTech,5,8.1,3.9,10,9,6,4.0,7,10,Never,Sometimes,Sometimes,Yes,2,Often,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Male,BTech,6,11.9,3.4,10,8,7,8.6,8,8,Never,Never,Yes,Yes,5,Always,No,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
21,Male,BTech,4,9.0,5.9,8,8,8,6.2,9,9,3-5 times/week,Never,Yes,Yes,4,Often,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
18,Female,BCom,4,7.3,4.9,7,8,7,7.0,10,10,3-5 times/week,Sometimes,Yes,Sometimes,4,Sometimes,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Female,BTech,6,8.7,4.2,10,10,7,3.3,10,8,Never,Sometimes,Yes,Sometimes,5,Often,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
20,Female,BTech,2,9.0,3.5,8,9,10,3.5,10,7,Daily,Never,Yes,Yes,4,Always,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
19,Female,BCom,5,10.8,4.3,8,8,7,5.0,7,10,3-5 times/week,Rarely,Sometimes,Sometimes,1,Sometimes,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Female,BCA,7,8.1,5.3,8,8,9,3.6,8,9,Daily,Sometimes,Sometimes,Yes,2,Always,No,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Male,BTech,4,10.8,3.7,10,8,6,6.8,7,8,Never,Never,Yes,Sometimes,4,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
